Price,Close,High,Low,Open,Volume
Ticker,TRV,TRV,TRV,TRV,TRV
Date,,,,,
2020-01-02,123.02447509765625,123.23025636440123,121.79879742395111,123.03343041880423,1117300
2020-01-03,122.58609771728516,122.89921996625614,121.9866782278111,122.16560717742362,927300
2020-01-06,122.72027587890625,122.75606985525579,121.35144978868172,121.80772060162252,952800
2020-01-07,120.92203521728516,122.2371841856419,120.86835789635698,121.57513204091813,1204600
2020-01-08,122.21927642822266,123.19445074292294,121.21726345542258,121.6198569783224,1942800
2020-01-09,123.12287902832031,123.38233759728182,122.2997949760002,122.2997949760002,1228600
2020-01-10,121.23516845703125,122.09404662390844,121.0651948091605,121.49462706689643,1343200
2020-01-13,121.90614318847656,121.94193716765335,121.09201445614747,121.23514941864508,1042500
2020-01-14,122.25505065917969,123.06919298468537,121.67352822747691,121.67352822747691,1485300
2020-01-15,123.07818603515625,123.44498567380997,121.95090749998671,122.12089481252221,905200
2020-01-16,124.22332763671875,124.33962394888742,123.30183055208322,123.46286251573407,1249100
2020-01-17,125.90528869628906,126.19158597308777,124.21438465298758,124.35753329138693,1534800
2020-01-21,126.06635284423828,126.63893383053211,125.59218485487344,125.941101180093,1604700
2020-01-22,126.45100402832031,126.9251718471425,125.69055264502181,126.40626838191389,1656800
2020-01-23,120.0542221069336,123.46286868867887,119.41900858749689,121.93299670048361,3636600
2020-01-24,120.58206176757812,120.67153307089075,119.53531304556087,119.64266768841262,1755100
2020-01-27,119.64266967773438,121.44988355374505,119.49057938069748,120.19736719496802,1519500
2020-01-28,120.23313903808594,120.86835249395372,120.18840338884395,120.32261033656991,1297700
2020-01-29,119.23114013671875,120.36734658383217,118.94484286880018,120.3315662510449,1270900
2020-01-30,120.06314849853516,120.13472280509627,118.19331581311167,118.6317033215223,1409700
2020-01-31,117.75495910644531,120.34052188239518,117.58497179032365,119.58007027264917,1844900
2020-02-03,119.53530883789062,120.1436699945084,118.34541153301953,118.5511791417104,1494900
2020-02-04,118.61383056640625,121.00256722389597,118.5243592520739,120.25105732856557,1541400
2020-02-05,122.37138366699219,122.42506099063074,119.75898258914536,119.75898258914536,1404500
2020-02-06,122.12091064453125,123.46289867359204,122.10301364841615,122.81874332753021,937600
2020-02-07,121.68248748779297,122.46084960061327,120.9846550083018,122.03140372753856,900200
2020-02-10,121.87037658691406,121.91511224022203,120.90414381136196,121.68249230358252,807700
2020-02-11,122.90818786621094,123.02448418708936,121.36041884771655,121.97773539075237,1042000
2020-02-12,121.41409301757812,123.18551276221564,121.39619602784146,123.07815812660225,824800
2020-02-13,122.46087646484375,122.71137978672147,120.98468154869956,121.59305650997912,927200
2020-02-14,123.24816131591797,123.60603293948674,121.8793347778581,122.22825107870852,981400
2020-02-18,121.5661849975586,123.18551448053074,121.45881670904421,122.9976302141832,1206100
2020-02-19,120.34049987792969,121.8256361403305,120.05421628055119,121.67354584619127,1272200
2020-02-20,119.86631774902344,120.28680825103686,118.63169855184168,119.86631774902344,1629100
2020-02-21,120.92203521728516,121.07412551038303,119.204292690563,120.1168344491502,1469700
2020-02-24,119.99158477783203,121.27095343694987,119.27586895188551,119.45479790837214,1828700
2020-02-25,117.01239013671875,120.06317918298356,116.95871280593042,119.98266318680106,1949000
2020-02-26,115.01730346679688,118.23807977633017,115.01730346679688,117.45077586702061,1715500
2020-02-27,111.00920867919922,115.4646033985886,110.97342152644612,113.93473845332588,2689600
2020-02-28,107.18901824951172,109.81036757412853,105.01499811458582,108.89781903046784,3753300
2020-03-02,114.22998809814453,114.2389365936006,106.7595916066142,107.18902382867634,3349900
2020-03-03,112.1096420288086,115.05307581245738,111.26866777346798,114.1405204211768,2694500
