Price,Close,High,Low,Open,Volume
Ticker,VZ,VZ,VZ,VZ,VZ
Date,,,,,
2020-01-02,45.527320861816406,45.82561730803241,45.3483452698994,45.773415856659476,11447900
2020-01-03,45.04258728027344,45.33342471576533,44.796492315001586,45.184276510579245,13263200
2020-01-06,44.94564437866211,45.18428038954001,44.80395513619262,44.82632637322316,15094500
2020-01-07,44.44599151611328,44.878520998032315,44.43107925687109,44.818860582002706,14293100
2020-01-08,44.52802276611328,44.81886017973421,44.46836519538434,44.49819255836621,15926500
2020-01-09,44.34342956542969,44.75785645105007,44.30575517792916,44.37357022517872,20134600
2020-01-10,44.448909759521484,44.682492622982146,44.33588375345484,44.47151381098652,11786700
2020-01-13,44.56947326660156,44.73524111533796,44.29067652785351,44.47151757800439,14158400
2020-01-14,44.48658752441406,44.55440255834403,44.27560582198141,44.456446870584976,12697100
2020-01-15,44.53179931640625,44.77291881825299,44.3584948541021,44.6448253404343,10291300
2020-01-16,44.96128845214844,45.09691851567834,44.62221616769455,44.74277590479103,10689600
2020-01-17,45.30790710449219,45.32297743321839,44.93869123662833,44.976365621258196,15615700
2020-01-21,45.45106506347656,45.56409107718405,45.28529434320449,45.36064597713313,12857600
2020-01-22,45.57162094116211,45.82781072606533,45.42092056044774,45.549016890084694,8847100
2020-01-23,45.5942268371582,45.609297163276516,45.20994358143913,45.4962740289454,11109000
2020-01-24,45.420928955078125,45.70725944391755,45.2928354761378,45.586699691938506,10182800
2020-01-27,45.14213562011719,45.481210824949564,44.92362016873952,45.08939090762896,11482300
2020-01-28,45.73739242553711,45.96344156326921,45.11198684096189,45.19487219548349,15367500
2020-01-29,44.85580062866211,45.903163920692215,44.78798559449759,45.85041921349436,13408900
2020-01-30,44.72771072387695,44.75031477894204,43.95914123358082,44.230401391846655,16719600
2020-01-31,44.787986755371094,45.247621679469454,44.539333539903595,44.71263799295574,14283600
2020-02-03,43.740623474121094,44.968827848279396,43.7104828193804,44.91608313966871,15566400
2020-02-04,43.92146301269531,44.1324418398583,43.43922405096794,43.75569229171242,13924600
2020-02-05,44.55440139770508,44.59960950290009,44.0194148664735,44.10230022515885,10271900
2020-02-06,44.787986755371094,44.96129120842324,44.501659158695915,44.607148575825825,10283700
2020-02-07,45.164737701416016,45.32297470633513,44.863339768139525,44.95375886068536,9418100
2020-02-10,45.39078140258789,45.39078140258789,45.036635949841155,45.15719567586996,8270200
2020-02-11,44.22286605834961,45.473674588366826,43.89886117939594,45.35311483394485,22488200
2020-02-12,43.876251220703125,44.35095644741166,43.79336586174455,44.13997762415048,20938000
2020-02-13,44.192726135253906,44.32835621170643,43.66527615731312,43.98174441945491,19460100
2020-02-14,44.08722686767578,44.31327887559344,43.91392243614407,44.23039352260639,9138900
2020-02-18,43.635135650634766,44.275608778226456,43.55978688540203,44.275608778226456,12427300
2020-02-19,43.86872863769531,44.13998883614583,43.522116787246524,43.80091358808268,13642800
2020-02-20,43.77076721191406,43.9742123341871,43.65774118586085,43.77076721191406,16748600
2020-02-21,43.8536491394043,43.891323520341544,43.55224834316427,43.63513370584883,15704300
2020-02-24,43.69541549682617,44.22286258450767,43.687878895932975,43.831042694822095,18520900
2020-02-25,43.03986740112305,44.00434819504423,42.8439589016035,43.73308806157799,19384900
2020-02-26,43.054935455322266,43.60498941943018,42.874097292137336,43.23577649287798,16803600
2020-02-27,41.48766326904297,43.23578102644354,41.46505634049628,42.78367982233375,25907200
2020-02-28,40.80952072143555,40.82459105189796,39.317592498116184,40.49305240483976,45828300
2020-03-02,43.190574645996094,43.35634539260422,41.352037601612295,41.5630164613889,30736200
2020-03-03,41.96990203857422,43.74062384106448,41.60822280176489,43.10768445805538,27500200
2020-03-04,43.79336929321289,43.89132498641851,42.278837283726716,42.65558685442559,17626400
2020-03-05,43.070011138916016,43.34127129180701,42.56516808999088,42.85149569637925,21249900
2020-03-06,42.85149383544922,43.107683649346036,41.51780005790147,41.66096672924943,22510800
2020-03-09,42.06785583496094,43.38647925062832,40.696484838245595,40.9677449722251,31862200
2020-03-10,42.5877685546875,42.866562410826354,40.62866921248917,42.24869339215597,34330900
2020-03-11,41.314361572265625,41.84180870072405,40.83211968080592,41.71371521934737,21147400
2020-03-12,38.57915115356445,40.68894787596244,38.24007601305729,39.14427542961949,45610600
2020-03-13,40.817054748535156,40.967755179891796,38.76753865494847,39.93546196781204,45744000
2020-03-16,38.420921325683594,40.08615368809426,36.93652714210585,38.35310629002849,36990400
2020-03-17,40.92253875732422,41.8041313591283,38.79767144211477,38.805205168686385,33898000
2020-03-18,40.93006896972656,42.1432029239462,38.33803322160451,40.68141577301697,38417400
2020-03-19,40.40262985229492,41.38217832356486,39.76969035365762,40.50811928967254,33024900
2020-03-20,39.031253814697266,39.965593987587866,38.20993965947854,39.72447449930081,46013800
2020-03-23,37.90854263305664,40.138899389657944,37.01941342107607,38.134591799376715,39225100
2020-03-24,37.667423248291016,39.15181459853219,37.05708791052302,39.15181459853219,40626900
2020-03-25,37.629737854003906,39.114131757600845,36.800890129549956,37.192709942279066,38551300
2020-03-26,40.34234619140625,40.613606352100575,37.30574258626835,37.36602389947652,32610900
2020-03-27,39.762149810791016,40.56839365756062,38.835346217056916,39.2949811506,25363600
2020-03-30,41.269142150878906,41.465050633637055,39.890237548524475,40.30466431384675,20660200
2020-03-31,40.48550796508789,41.09584329599232,40.34987789155357,40.74169778461148,21251800
2020-04-01,39.875186920166016,40.274543557258475,39.3025286401449,39.558718551453005,18672600
2020-04-02,41.630828857421875,41.81920364863193,40.00327077634186,40.357416303615544,20159400
2020-04-03,41.216400146484375,41.62329033850284,40.899929039013045,41.442449295037676,17612500
2020-04-06,42.72340393066406,42.904242123580346,41.4273844258219,42.02264946577812,20284400
2020-04-07,42.93438720703125,43.61253768631234,42.50489286161041,42.97959819710717,21786000
2020-04-08,43.552242279052734,43.71801298134032,42.663113215753015,43.14535212309443,18234200
2020-04-09,43.7464485168457,44.24910607318684,43.319952957091466,43.342800103425986,19689500
2020-04-13,43.1600227355957,43.86831346459547,42.9239277627849,43.70837759812034,12977700
2020-04-14,44.27958297729492,44.477601317273454,43.380891508860415,43.64745421186476,16765600
2020-04-15,43.3580436706543,44.18057310867343,43.19049014028876,43.837854204247705,18372800
2020-04-16,43.91401290893555,44.17295795106695,43.29711365716502,43.63222071479614,17825800
2020-04-17,44.52328872680664,44.69084223387156,43.97493681281106,44.218649420205416,15054300
2020-04-20,44.2719612121582,44.86601032738355,44.142487255723985,44.249111157914854,14002200
2020-04-21,43.274261474609375,44.203417618706624,43.198102373246826,43.708374743999585,14234500
2020-04-22,44.16534423828125,44.6070723174073,43.58652452803952,43.7236132538713,12701100
2020-04-23,43.86069869995117,44.67561333963477,43.769307191325225,44.26434719289249,15684400
2020-04-24,44.119651794433594,44.16534900974244,43.28188985076078,43.898786278367126,15371500
2020-04-27,44.028255462646484,44.39382442935643,43.56367732621805,44.119646978003,16050100
2020-04-28,44.043479919433594,44.46236076996423,43.88354116481218,44.03586226644605,13392600
2020-04-29,44.264347076416016,44.62991601524154,43.94447534442506,44.4623654007488,17818100
2020-04-30,43.754066467285156,44.14248248403415,43.571280579514195,44.04347624572121,17532400
